Beneficiario,RNP,Localidad,Municipio,Estado,Aprobación-Conapesca,Aprobación-Gob.Edo.
YOREM JIMSEVA SC DE RL DE CV,2609014531,HUATABAMPO,HUATABAMPO,Son,"$62,702.00","$25,080.00"
YOREM JIMSEVA SC DE RL DE CV,2609014531,HUATABAMPO,HUATABAMPO,Son,"$62,702.00","$25,080.00"
SCPP MAZO CHOBBE SCL,2609001405,NAVOJOA,NAVOJOA,Son,"$63,542.00","$25,416.00"
SCPP MAZO CHOBBE SCL,2609001405,NAVOJOA,NAVOJOA,Son,"$63,542.00","$25,416.00"
SCPP MAZO CHOBBE SCL,2609001405,NAVOJOA,NAVOJOA,Son,"$63,542.00","$25,416.00"
PESCALIBRES DE HUATSON SC DE RL DE CV,2609014622,ZAMICARIT,HUATABAMPO,Son,"$65,104.00","$26,041.00"
PESCALIBRES DE HUATSON SC DE RL DE CV,2609014622,ZAMICARIT,HUATABAMPO,Son,"$65,104.00","$26,041.00"
PESCALIBRES DE HUATSON SC DE RL DE CV,2609014622,ZAMICARIT,HUATABAMPO,Son,"$65,104.00","$26,041.00"
SCPP EL CAMALEON SCL,2609001546,"RIITO, EL",HUATABAMPO,Son,"$86,400.00","$34,560.00"
SCPP EL CAMALEON SCL,2609001546,"RIITO, EL",HUATABAMPO,Son,"$86,400.00","$34,560.00"
SCPP EL CAMALEON SCL,2609001546,"RIITO, EL",HUATABAMPO,Son,"$86,400.00","$34,560.00"
SCPP BOCA DEL RIO MAYO SCL,2609000282,"BUITBORES, LOS",HUATABAMPO,Son,"$72,641.00","$29,056.00"
SCPP BOCA DEL RIO MAYO SCL,2609000282,"BUITBORES, LOS",HUATABAMPO,Son,"$72,641.00","$29,056.00"
SCPP BOCA DEL RIO MAYO SCL,2609000282,"BUITBORES, LOS",HUATABAMPO,Son,"$72,641.00","$29,056.00"
SCPP RIO MAYO SCL,2609000019,YAVAROS (ISLA LAS VIEJAS),HUATABAMPO,Son,"$63,542.00","$25,416.00"
SCPP RIO MAYO SCL,2609000019,YAVAROS (ISLA LAS VIEJAS),HUATABAMPO,Son,"$63,542.00","$25,416.00"
SCPP RIO MAYO SCL,2609000019,YAVAROS (ISLA LAS VIEJAS),HUATABAMPO,Son,"$63,542.00","$25,416.00"
SCPP CANAL DE BAICONI SCL,2609001199,BACHANTAHUI,HUATABAMPO,Son,"$86,400.00","$34,560.00"
SCPP CANAL DE BAICONI SCL,2609001199,BACHANTAHUI,HUATABAMPO,Son,"$86,400.00","$34,560.00"
RIGOBERTO GASTELUM SCL,2609001330,MORONCARIT,HUATABAMPO,Son,"$79,582.00","$31,833.00"
RIGOBERTO GASTELUM SCL,2609001330,MORONCARIT,HUATABAMPO,Son,"$79,582.00","$31,833.00"
LOS ACANTILADOS DEL BRAVITO SC DE RL DE CV,2609014721,"NACAPUL, EL",HUATABAMPO,Son,"$83,290.00","$33,316.00"
LOS ACANTILADOS DEL BRAVITO SC DE RL DE CV,2609014721,"NACAPUL, EL",HUATABAMPO,Son,"$83,290.00","$33,316.00"
SCPPR BAHIA DE LA ACEITUNA S DE RL DE CV,2610000107,AGIABAMPO UNO,HUATABAMPO,Son,"$63,542.00","$25,416.00"
SCPPR BAHIA DE LA ACEITUNA S DE RL DE CV,2610000107,AGIABAMPO UNO,HUATABAMPO,Son,"$63,542.00","$25,416.00"
MEDANOS BLANCOS SCL,2609001165,MORONCARIT,HUATABAMPO,Son,"$86,400.00","$34,560.00"
MEDANOS BLANCOS SCL,2609001165,MORONCARIT,HUATABAMPO,Son,"$86,400.00","$34,560.00"
SCPPA ADRIANA SCL,2609001421,HUATABAMPO,HUATABAMPO,Son,"$86,400.00","$34,560.00"
SCPPA ADRIANA SCL,2609001421,HUATABAMPO,HUATABAMPO,Son,"$86,400.00","$34,560.00"
SCPPA ADRIANA SCL,2609001421,HUATABAMPO,HUATABAMPO,Son,"$63,542.00","$25,416.00"
"PUNTA COLORADA, S DE RL DE CV",2610000024,AGIABAMPO UNO,HUATABAMPO,Son,"$63,542.00","$25,416.00"
"PUNTA COLORADA, S DE RL DE CV",2610000024,AGIABAMPO UNO,HUATABAMPO,Son,"$63,542.00","$25,416.00"
"PUNTA COLORADA, S DE RL DE CV",2610000024,AGIABAMPO UNO,HUATABAMPO,Son,"$63,542.00","$25,416.00"
SCPP PESCADORES DE AGIABAMPO SC DE RL,2607000029,AGIABAMPO UNO,HUATABAMPO,Son,"$63,542.00","$25,416.00"
SCPP PESCADORES DE AGIABAMPO SC DE RL,2607000029,AGIABAMPO UNO,HUATABAMPO,Son,"$63,542.00","$25,416.00"
SCPP PESCADORES DE AGIABAMPO SC DE RL,2607000029,AGIABAMPO UNO,HUATABAMPO,Son,"$63,542.00","$25,416.00"
SCPP PESCADORES DE AGIABAMPO SC DE RL,2607000029,AGIABAMPO UNO,HUATABAMPO,Son,"$63,542.00","$25,416.00"
SCPP BRISAS DEL SUR SC DE RL,2609014507,AGIABAMPO UNO,HUATABAMPO,Son,"$86,400.00","$34,560.00"
SCPP BRISAS DEL SUR SC DE RL,2609014507,AGIABAMPO UNO,HUATABAMPO,Son,"$86,400.00","$34,560.00"
PALOMA LIBRE,2609003328,LOMA DE ETCHOROPO,HUATABAMPO,Son,"$86,400.00","$34,560.00"
PALOMA LIBRE,2609003328,LOMA DE ETCHOROPO,HUATABAMPO,Son,"$86,400.00","$34,560.00"
SCPP LA SABILITA SCL,2609001207,YAVAROS (ISLA LAS VIEJAS),HUATABAMPO,Son,"$63,542.00","$25,416.00"
SCPP LA SABILITA SCL,2609001207,YAVAROS (ISLA LAS VIEJAS),HUATABAMPO,Son,"$63,542.00","$25,416.00"
SCPP JURISDICCION DE YAVAROS SCL,2609000027,"RIITO, EL",HUATABAMPO,Son,"$63,542.00","$25,416.00"
SCPP JURISDICCION DE YAVAROS SCL,2609000027,"RIITO, EL",HUATABAMPO,Son,"$63,542.00","$25,416.00"
SCPP JURISDICCION DE YAVAROS SCL,2609000027,"RIITO, EL",HUATABAMPO,Son,"$63,542.00","$25,416.00"
SCPP JURISDICCION DE YAVAROS SCL,2609000027,"RIITO, EL",HUATABAMPO,Son,"$63,542.00","$25,416.00"
SCPP JURISDICCION DE YAVAROS SCL,2609000027,"RIITO, EL",HUATABAMPO,Son,"$79,582.00","$31,833.00"
SCPP REIVINDICACION SCL,2609000183,YAVAROS (ISLA LAS VIEJAS),HUATABAMPO,Son,"$63,542.00","$25,416.00"
SCPP REIVINDICACION SCL,2609000183,YAVAROS (ISLA LAS VIEJAS),HUATABAMPO,Son,"$63,542.00","$25,416.00"
ANA LAURA TAPIA ORNELAS,2609014317,MORONCARIT,HUATABAMPO,Son,"$86,400.00","$34,560.00"
LOS TRES CANGREJOS SPR DE RL,2609003377,YAVAROS (ISLA LAS VIEJAS),HUATABAMPO,Son,"$86,400.00","$34,560.00"
LOS TRES CANGREJOS SPR DE RL,2609003377,YAVAROS (ISLA LAS VIEJAS),HUATABAMPO,Son,"$86,400.00","$34,560.00"
SCPP PESCADORES LA NUEVA OPCION SC DE RL DE CV,2609003369,HUATABAMPO,HUATABAMPO,Son,"$86,400.00","$34,560.00"
SCPP PESCADORES DE CEVASCO SCL,2609014416,HUATABAMPO,HUATABAMPO,Son,"$86,400.00","$34,560.00"
SCPP Y COMERCIALIZACION DEL NOROESTE DE MEXICO SCL,2609001504,HUEPACO,HUATABAMPO,Son,"$86,400.00","$34,560.00"
SCPP Y COMERCIALIZACION DEL NOROESTE DE MEXICO SCL,2609001504,HUEPACO,HUATABAMPO,Son,"$79,582.00","$31,833.00"
SCPP LA PUNTA DE JIMAROHIZA SCL,2610000057,"BOCAS, LAS",HUATABAMPO,Son,"$69,849.00","$27,939.00"
SCPP LA PUNTA DE JIMAROHIZA SCL,2610000057,"BOCAS, LAS",HUATABAMPO,Son,"$72,756.00","$29,102.00"
SCPP LA PUNTA DE JIMAROHIZA SCL,2610000057,"BOCAS, LAS",HUATABAMPO,Son,"$69,849.00","$27,939.00"
SCPP LA PUNTA DE JIMAROHIZA SCL,2610000057,"BOCAS, LAS",HUATABAMPO,Son,"$69,849.00","$27,939.00"
CABO CORRIENTE,2609001561,MORONCARIT,HUATABAMPO,Son,"$85,360.00","$34,144.00"
CABO CORRIENTE,2609001561,MORONCARIT,HUATABAMPO,Son,"$83,290.00","$33,316.00"
CABO CORRIENTE,2609001561,MORONCARIT,HUATABAMPO,Son,"$85,360.00","$34,144.00"
ZIHUATLECOS,2609001744,YAVAROS (ISLA LAS VIEJAS),HUATABAMPO,Son,"$86,400.00","$34,560.00"
ZIHUATLECOS,2609001744,YAVAROS (ISLA LAS VIEJAS),HUATABAMPO,Son,"$86,400.00","$34,560.00"
ZIHUATLECOS,2609001744,YAVAROS (ISLA LAS VIEJAS),HUATABAMPO,Son,"$86,400.00","$34,560.00"
SCPP Y A PESCADORES DE HUATABAMPO SCL,2609001173,HUATABAMPO,HUATABAMPO,Son,"$83,290.00","$33,316.00"
SCPP Y A PESCADORES DE HUATABAMPO SCL,2609001173,HUATABAMPO,HUATABAMPO,Son,"$83,290.00","$33,316.00"
SCPP Y A PESCADORES DE HUATABAMPO SCL,2609001173,HUATABAMPO,HUATABAMPO,Son,"$83,290.00","$33,316.00"
FRANCO,2603000361,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
FRANCO,2603000361,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
PESCADORES DEL GOLFO DE SANTA CLARA,2603000205,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$85,360.00","$34,144.00"
LA VAQUITA DE LOS ANGULO,2603000643,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
LA ENSENADITA DE SANTA CLARA,2603000940,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
ARENA Y MAR DE PEсSCO,2607004195,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
SOL Y MAR DE SANTA CLARA SC DE RL,2603000841,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$78,824.00","$31,529.00"
BRISAMAR,2603000296,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$85,360.00","$34,144.00"
BRISAMAR,2603000296,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
PUESTA DEL SUR,2603000809,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
SOBERANES,2603000312,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
ISLA PELICANO,2603000387,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$78,824.00","$31,529.00"
ISLA PELICANO,2603000387,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
EL NUEVO AMANECER DEL GOLFO,2603001062,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
BAJO DEL TAMBORIYO,2603000957,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$85,360.00","$34,144.00"
ENSENADA DELTA DEL ALTO GOLFO SC DE RL DE CV,2603000759,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
JOSE ZARAGOZA PEREZ,2603007598,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
ESTERO DEL GUERO VETA,2603000585,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
LOS PEREZ HARO,2603001104,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$85,360.00","$34,144.00"
MAR DEL ALTO GOLFO,2603000502,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
DON VICENTE,2603000346,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
EL CANTILOSO,2603000908,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
DON TOя SC DE RL,2603001005,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
DON JOSE GARAY SC DE RL DE CV,2603001039,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$85,360.00","$34,144.00"
VENTURA ALVARADO,2603000981,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
LAS CABINAS,2603000445,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$78,824.00","$31,529.00"
GOLONDRINA DE SANTA CLARA SC DE RL DE CV,2603000999,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
RESERVA DEL ALTO GOLFO,2603003241,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
JOSE ANTONIO CAZAREZ GARCIA,2603003480,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
MORALES,2603000304,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
FRANCISCO JAVIER CORRAL ARREDONDO,2603007721,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
PLAYA MOLUSCO,2603000619,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
GREGORIO MERAZ CEBREROS,2603007697,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
AGUSTIN PEREZ PARTIDA,2603007507,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
DEL GOLFO DE SANTA CLARA,2603000056,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
ESCAMERA PESCADORES DE RIO COLORADO,2603000122,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
BAJAMAR DEL TORNILLAL,2603001096,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
DON JESUS,2603000973,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
PARAISO DEL GOLFO,2603007481,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$78,824.00","$31,529.00"
MARIO ALBERTO MORALES NAVARRO,2603003373,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
RODOLFO MORALES NAVARRO,2603003399,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$78,824.00","$31,529.00"
JESUS RICARDO SANCHEZ  FELIX,2603003456,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
GOLFO DE CALIFORNIA,2603000855,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$85,360.00","$34,144.00"
GOLFO DE CALIFORNIA,2603000855,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$85,360.00","$34,144.00"
BRISAS DE LA RESERVA,2602001138,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$78,824.00","$31,529.00"
BRISAS DE LA RESERVA,2602001138,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$78,824.00","$31,529.00"
JESUS AURELIO IBARRA RAMIRO,2603007754,GOLFO DE SANTA CLARA,SAN LUIS RÍO COLORADO,Son,"$86,400.00","$34,560.00"
"ENRIQUE WINKLER LUCERO, SC. DE RL.",2604004974,HEROICA GUAYMAS,GUAYMAS,Son,"$72,756.00","$29,102.00"
"ENRIQUE WINKLER LUCERO, SC. DE RL.",2604004974,HEROICA GUAYMAS,GUAYMAS,Son,"$72,756.00","$29,102.00"
"ENRIQUE WINKLER LUCERO, SC. DE RL.",2604004974,HEROICA GUAYMAS,GUAYMAS,Son,"$72,756.00","$29,102.00"
"EL PULPO, SCL",2602001162,HEROICA GUAYMAS,GUAYMAS,Son,"$86,400.00","$34,560.00"
"EL PULPO, SCL",2602001162,HEROICA GUAYMAS,GUAYMAS,Son,"$86,400.00","$34,560.00"
"EL PULPO, SCL",2602001162,HEROICA GUAYMAS,GUAYMAS,Son,"$86,400.00","$34,560.00"
LOS GUARDIANES DEL MAR DE CORTEZ,2604009551,EMPALME,EMPALME,Son,"$86,400.00","$34,560.00"
ENSENADA LAS BARAJITAS,2604001665,HEROICA GUAYMAS,GUAYMAS,Son,"$72,756.00","$29,102.00"
LUQUE AMARILLAS,2604091070,SAN CARLOS (SAN CARLOS NUEVO GUAYMAS),GUAYMAS,Son,"$86,400.00","$34,560.00"
LUQUE AMARILLAS,2604091070,SAN CARLOS (SAN CARLOS NUEVO GUAYMAS),GUAYMAS,Son,"$86,400.00","$34,560.00"
ALEJANDRO ESPINOZA IBERRI,2604010195,HEROICA GUAYMAS,GUAYMAS,Son,"$72,756.00","$29,102.00"
ALEJANDRO ESPINOZA IBERRI,2604010195,HEROICA GUAYMAS,GUAYMAS,Son,"$72,756.00","$29,102.00"
ENSENADA DEL SERI,2604001657,EMPALME,EMPALME,Son,"$85,360.00","$34,144.00"
ENSENADA DEL SERI,2604001657,EMPALME,EMPALME,Son,"$85,360.00","$34,144.00"
ENSENADA DEL SERI,2604001657,EMPALME,EMPALME,Son,"$85,360.00","$34,144.00"
ENSENADA DEL SERI,2604001657,EMPALME,EMPALME,Son,"$85,360.00","$34,144.00"
EL SERI MUERTO,2604001319,"MANGA, LA (CAMPO PESQUERO LA MANGA)",GUAYMAS,Son,"$72,756.00","$29,102.00"
EL SERI MUERTO,2604001319,"MANGA, LA (CAMPO PESQUERO LA MANGA)",GUAYMAS,Son,"$72,756.00","$29,102.00"
EL SERI MUERTO,2604001319,"MANGA, LA (CAMPO PESQUERO LA MANGA)",GUAYMAS,Son,"$72,756.00","$29,102.00"
GAJIVE,2604609863,HEROICA GUAYMAS,GUAYMAS,Son,"$72,756.00","$29,102.00"
"AGUSTINA TAPIA AHUMADA, SC DE RL",2604005930,HEROICA GUAYMAS,GUAYMAS,Son,"$86,400.00","$34,560.00"
"AGUSTINA TAPIA AHUMADA, SC DE RL",2604005930,HEROICA GUAYMAS,GUAYMAS,Son,"$65,104.00","$26,041.00"
"BAHIA GUAYMAS EMPALME, SC DE RL DE CV",2604000048,EMPALME,EMPALME,Son,"$86,400.00","$34,560.00"
"BAHIA GUAYMAS EMPALME, SC DE RL DE CV",2604000048,EMPALME,EMPALME,Son,"$65,104.00","$26,041.00"
"BAHIA GUAYMAS EMPALME, SC DE RL DE CV",2604000048,EMPALME,EMPALME,Son,"$86,400.00","$34,560.00"
TIBURON BLANCO DE LA MANGA,2604609889,HEROICA GUAYMAS,GUAYMAS,Son,"$72,756.00","$29,102.00"
TIBURON BLANCO DE LA MANGA,2604609889,HEROICA GUAYMAS,GUAYMAS,Son,"$72,756.00","$29,102.00"
LOS SAZANES,2604001590,HEROICA GUAYMAS,GUAYMAS,Son,"$72,756.00","$29,102.00"
LOS SAZANES,2604001590,HEROICA GUAYMAS,GUAYMAS,Son,"$72,756.00","$29,102.00"
ENSENADA GRANDE,2604003762,HEROICA GUAYMAS,GUAYMAS,Son,"$86,400.00","$34,560.00"
"ISLA SAN RAMON, SCL",2604010112,HEROICA GUAYMAS,GUAYMAS,Son,"$72,756.00","$29,102.00"
EMPALME GUAYMAS,2604010625,EMPALME,EMPALME,Son,"$65,104.00","$26,041.00"
EMPALME GUAYMAS,2604010625,EMPALME,EMPALME,Son,"$65,104.00","$26,041.00"
EMPALME GUAYMAS,2604010625,EMPALME,EMPALME,Son,"$65,104.00","$26,041.00"
EMPALME GUAYMAS,2604010625,EMPALME,EMPALME,Son,"$65,104.00","$26,041.00"
EMPALME GUAYMAS,2604010625,EMPALME,EMPALME,Son,"$65,104.00","$26,041.00"
BUZOS Y PESCADORES FIACAS,2604001608,EMPALME,EMPALME,Son,"$72,756.00","$29,102.00"
BUZOS Y PESCADORES FIACAS,2604001608,EMPALME,EMPALME,Son,"$72,756.00","$29,102.00"
BUZOS Y PESCADORES FIACAS,2604001608,EMPALME,EMPALME,Son,"$72,756.00","$29,102.00"
RAMON RODRIGUEZ ZAZUETA,2604001525,HEROICA GUAYMAS,GUAYMAS,Son,"$72,756.00","$29,102.00"
"HUCAI, S DE RL",2604091039,HEROICA GUAYMAS,GUAYMAS,Son,"$86,400.00","$34,560.00"
"HUCAI, S DE RL",2604091039,HEROICA GUAYMAS,GUAYMAS,Son,"$86,400.00","$34,560.00"
RICARDO LORETO VALENZUELA SC DE RL DE CV,2604010450,EMPALME,EMPALME,Son,"$86,400.00","$34,560.00"
RICARDO LORETO VALENZUELA SC DE RL DE CV,2604010450,EMPALME,EMPALME,Son,"$86,400.00","$34,560.00"
EL MIRADOR DE LA MANGA,2604609608,HEROICA GUAYMAS,GUAYMAS,Son,"$86,400.00","$34,560.00"
"LOS CAIMANES, SCL.",2604010500,EMPALME,EMPALME,Son,"$86,400.00","$34,560.00"
"LOS CAIMANES, SCL.",2604010500,EMPALME,EMPALME,Son,"$86,400.00","$34,560.00"
"LOS CAIMANES, SCL.",2604010500,EMPALME,EMPALME,Son,"$86,400.00","$34,560.00"
FINAI,2604091054,HEROICA GUAYMAS,GUAYMAS,Son,"$86,400.00","$34,560.00"
FINAI,2604091054,HEROICA GUAYMAS,GUAYMAS,Son,"$86,400.00","$34,560.00"
"ISLA SAN RAMON, SCL",2604010112,HEROICA GUAYMAS,GUAYMAS,Son,"$72,756.00","$29,102.00"
FRANCISCO JAVIER MAYTORENA PEREZ,2604609806,HERMOSILLO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
FRANCISCO JAVIER MAYTORENA PEREZ,2604609806,HERMOSILLO,HERMOSILLO,Son,"$86,400.00","$34,560.00"
EL FARO DE GUAYMAS,2604010054,HEROICA GUAYMAS,GUAYMAS,Son,"$86,400.00","$34,560.00"
LAS PALAPAS,2604009791,HEROICA GUAYMAS,GUAYMAS,Son,"$86,400.00","$34,560.00"
MARIO CAMPA RIVERA,2604001467,HEROICA GUAYMAS,GUAYMAS,Son,"$72,756.00","$29,102.00"
"PESQUERA LOS  BUZYPEZ, SC. DE RL. DE CV.",2604609525,HEROICA GUAYMAS,GUAYMAS,Son,"$86,400.00","$34,560.00"
MARIO CAMPA RIVERA,2604001467,HEROICA GUAYMAS,GUAYMAS,Son,"$72,756.00","$29,102.00"
"FRANCISCO FLORES FLORES, SCL",2604009577,HEROICA GUAYMAS,GUAYMAS,Son,"$72,756.00","$29,102.00"
29 DE AGOSTO,2604009700,HEROICA GUAYMAS,GUAYMAS,Son,"$72,756.00","$29,102.00"
29 DE AGOSTO,2604009700,HEROICA GUAYMAS,GUAYMAS,Son,"$72,756.00","$29,102.00"
29 DE AGOSTO,2604009700,HEROICA GUAYMAS,GUAYMAS,Son,"$72,756.00","$29,102.00"
LOS GRILLOS DE SAN VICENTE,2604609616,HEROICA GUAYMAS,GUAYMAS,Son,"$86,400.00","$34,560.00"
LOS GRILLOS DE SAN VICENTE,2601609616,HEROICA GUAYMAS,GUAYMAS,Son,"$86,400.00","$34,560.00"
ZORROS EMPALMENSES,2604001707,EMPALME,EMPALME,Son,"$86,400.00","$34,560.00"
ZORROS EMPALMENSES,2604001707,EMPALME,EMPALME,Son,"$86,400.00","$34,560.00"
CARYJUL,2604091062,HEROICA GUAYMAS,GUAYMAS,Son,"$86,400.00","$34,560.00"
MARIO CAMPA RIVERA,2604001467,HEROICA GUAYMAS,GUAYMAS,Son,"$72,756.00","$29,102.00"
CARYJUL,2604091062,HEROICA GUAYMAS,GUAYMAS,Son,"$86,400.00","$34,560.00"
CARYJUL,2604091062,HEROICA GUAYMAS,GUAYMAS,Son,"$86,400.00","$34,560.00"
